audio,transcript
test_sample_3303_noisy, أول حاجه لو معاك فلوس خدها كده زي الشوطر وحطها في البنك ودرس في ألمانيا مجيانا متفكرش تروح روسيا و لا تركيا لأنك هتصرف تقريبا كل فلوسك عل جود التعليم أهل و ممكن ترجع تبتدي من الأو
test_sample_1083_clean,لي حت اليوم ده وحت يوم التلات إحنا بيعين تمنتاشر ألف تسكر الناس دي جايت فيعزيك لو مجيتش أزرك معاك
test_sample_1549_clean,طب إنت عارف مين أعملك العمليهه
test_sample_1681_clean,فمتبصش لديدي نظر لل أنا ديني له سلعه ولا بضع ولا ليه سو
test_sample_3655_noisy,لأ ده كلام بينا وبينا بق بعد إذبادا
test_sample_1128_clean,يني أنا ملجيبتش حاجه أقدس من من من الصلاه إن أنا أشبه بيها الطهد بتاع حبي ليه إنه مش حب شعواني وإنه مش حب ثالي وإنه مش
test_sample_3571_noisy,
test_sample_1554_clean,فكان بيغني إبنك يقولك يا بطل هتلي النهارده
test_sample_1117_clean,خلاص أه
test_sample_3623_noisy,بكلم عن مصر القديمه
test_sample_3519_noisy,شغلك إيه بالظبط بتحس إن إنت شغال مليون حاجه في أبو بعض يعني اتا معظم شغل العرف و في الخليج عمك كمام دايما إنت شايل شغل إنت مش فاهم الشغل ده بتاع بتاعك ولا بتاع ناس تانيه تأسي شغل ناس تانيه بتحط فيوقيد يعني اللي هو  دي طريق سيستم بالعربي إتو عارفين فيش لشغل
test_sample_3462_noisy,ص
test_sample_3661_noisy,فيها إن ما تفقه الريسيه بتاعت القصر ركزوا بق هنا في  اللكوش بتاع الجدران و السق هتلاقوها ألبت بق تراز إوروبي كل النقشات بعد كده و التزيهين للي داخل القصر أورودبي في عروفي ندخل بق الصابه التالته
test_sample_3716_noisy,شاقره مثلا
test_sample_3148_noisy,حت لو الجوبيه جابت نمس هو عل فكره إنمس عدوه هو معادل نمس
test_sample_1193_clean,حد شنوط في السن
test_sample_3068_noisy,ف
test_sample_1276_clean,
test_sample_1631_clean,أنا هروح أشكله أب
test_sample_3632_noisy,و دول التالق يا جماعه
test_sample_3625_noisy,
test_sample_3045_noisy,همصريه ل بجوده أوروبيه 
test_sample_1571_clean,جول يا دكتور ده كله تعربي
test_sample_1695_clean,التخوير الكبير يا ماصر
test_sample_3254_noisy, طبعا ور
test_sample_1355_clean,و برضو إحنا حبينا في الفكر ده حضرتك إن إحنا نظهر إن إحنا الصعيد أهنقر
test_sample_1465_clean,هو بكتوبلك كتيه يعني ي
test_sample_3089_noisy,منظر ده هبس هو ده هو ده أنا أنا المنض ده يثرني يعني ايفول المفروض ده ملاخوش أصلا
test_sample_3601_noisy,
test_sample_1345_clean,أطالب بالالمطالب بتاعتي هج كافر هبل كافر و أنا خاتم و أنا  و أنا بنتي داخله عل لجزء ا التالت و  هي التسمين أنا كافر
test_sample_3399_noisy,بيقال إن دي كانت صال الطعام هنا المكان اللي كانوا بياكلوا فيه هتلحظوا بق إن لغاي دلوقتي مشفناش قطعت أساس واحده مفيش أي حاجه خالص داخل القصر و ده لأن الأصر في الخمسينيات كان لبيعه في المزاد علمي بكل محتوياته فمفضلش في أي حاجه وأصابه إهمال شديد من بعد كده لأن تن هجرو مكنش في حد خالص بيعيش فيه فكل الجدران والجمال اللي إنتو شايفينه ده شبه عمل من جديد في أعمال اتميمات
test_sample_1502_clean,والله حضرتك ألا جابلي الفكره أولا بحب أشكر كل واحد سهل معايا وشجي الفكره
test_sample_1092_clean,محمود عمد كارادي ملوش
test_sample_1579_clean,ف ف ففكر فكر إمضاصن أهل سوريا كل الشعب المصري مسلمين مسيحيين بيلاصروا الشعب المصري ويدعبوا اسوري الشعب السوري ويدعمها للشعب السوري فدي اجديه خليها بس إيه عشان عشان أصل أسهل حاجه إن إنت تتاجل عليا حاجه لأ إحنا مش إحنا مش بنتاجر عل بعض أحناد كلنا بدعم أهل سوريا وندع مجادي سولي
test_sample_3078_noisy,لأ الحمد لله ده أنا متيب بكوت القدم بس
test_sample_1652_clean,السلامه
test_sample_3836_noisy,أه
test_sample_2991_noisy,
test_sample_3792_noisy,حاجه بس إيه حاجس يران تلات مرات هشوف بق التواريخ اللي أنا حجستي بيها دي هشوف تواريخ اللي أنا حجست بيها دي بتاعت الطيران وأحجز بيها خمس تيام في وقت التذكره عنده صول الروما في أي فند فرومه
test_sample_1134_clean,كل يار نخار أول ده ل مزيل معاد قادلي خلاص إتغدينا و الحمد لله
test_sample_2961_noisy,مبلاش التحديد
test_sample_1559_clean,إيه المنه ملا خروف كبير يا ب الله  لباه  خلوكي ا جيد يا بق عشان ياخ هو م كاتون مش عاجب معا شاي كلا إح 
test_sample_3049_noisy,إنت عايز بلا ممش محتر إزاي يعني فر ف الدكتور
test_sample_3032_noisy,من بنا برضو
test_sample_1585_clean,وعندي هنا أه بسم الله
test_sample_3272_noisy,بعدها عملت إيه
test_sample_3343_noisy,ده مثلا تمانيه وعشرين واحد تمام والشركه معندهاش مالع
test_sample_1557_clean,ميج فن ستا
test_sample_3674_noisy,وهن
test_sample_3069_noisy,أرواء البح
test_sample_3003_noisy,بخلص الأوراق للمهدرين اللي جايدين لأ طبعا ده واحد ممكن يكون عنده سكر برو ممكن يكون فاتح مكتب سحريات ممكن يكون تتح
test_sample_1333_clean,عارلين
test_sample_1160_clean,مشارت كثر الدفانه تجف للموتي ومادي مداش لند أبانه
test_sample_1010_clean, تمام
test_sample_2949_noisy,ر جدا يعني تالت يعني الواحده كان بيمشي عل دل
test_sample_1432_clean,سته ليه ي اش بيها ه
test_sample_1426_clean,يعني المناسبات الي أوتيح لي أشوفه فيها كات نادره مع رضي
test_sample_3268_noisy,اللها
test_sample_1152_clean,مم
test_sample_1371_clean,ما إنتج جع مداما جتلت إنت وطلع أخوك ما قالهمش حاجه عنده خد حبهم وعيشوا وصل بلده تبام ويتلوصصالح أوي يصح
test_sample_3448_noisy,
test_sample_3641_noisy,بس دلوقتي لما عملولي مخضف تاني في الجامعه
test_sample_3101_noisy,ك
test_sample_1252_clean,ويضرب وكله وخلاص
test_sample_1335_clean,لأ مكنتش طبعا خوفت الخوافي
test_sample_3684_noisy,وخاينا مع مراتك ولا 
test_sample_3094_noisy,فرق ديجابو الجوه وساعد دورس ستاشر  وجابوا جون ساعد دور تمانين
test_sample_3496_noisy,
test_sample_1471_clean,عملت لعطب عن افاضيل مش هينتاب
test_sample_3171_noisy,بسإحنا دلوقتي بنقول لما جاه دول جنوب أفريقيا فينا إنت عملت إيه
test_sample_3313_noisy,أقولكوا اسم المكتب إيه عشان الناس اللي بتسق أنا كنت مصوره و الله أه أهو ستسمه أإسم محره فيسيح فينانه فيم
test_sample_3427_noisy,
test_sample_3742_noisy,راني إذا صورت يمامت نجوه نحو هاب وجي
test_sample_3018_noisy,حج 
test_sample_3678_noisy,وفارشه وفي وسك في وسط سوله عل كفير وجميع
test_sample_1556_clean,عندينا حضرتك الحاجه سيسه أقسم باللي أنا كنت أشوفها في شوارع لكسر ما كنت أعرف إنها ست غير لما الريس السيسي كرمها
test_sample_3077_noisy,اللي هو ده بق اللي هو النتيجه دي أيوه
test_sample_1242_clean,يروح بنزل الفيديو وينزل عليه صور لبرامج ليا في  في التليفزيون 
test_sample_1690_clean,ما جتش في السعر أن فضن في الذاكره
test_sample_3631_noisy,مشايف نفسك فين في العلاقات اللي هي الارتباط والعاقات العاطفيه بعد خمس سنين
test_sample_1173_clean,وعمل البيه عبد الرحمن أن
test_sample_1512_clean,وأعل صور إنسان غيرم الشبك في البحر عند الرسا
test_sample_3339_noisy,الحمد لله إ
test_sample_1214_clean,أظن نعمر محل غمرني م يعني محده 
test_sample_1423_clean,ومحظوظ إم مسنتي أنلأ إم ومحظوظ
test_sample_2965_noisy,محمود عماء
test_sample_1066_clean,ولا أقول
test_sample_3051_noisy,التج كانت فيهمياه من الحقيقه
test_sample_3527_noisy,التليفزيون يا أماه العسين خواليك الحلقه أقسم بالله
test_sample_3301_noisy,يعني هو افر مبيحبش اتماط لفرين ما عاوز حصوايا لسه طعزم من باضا يخش يشربها لأن عاوز يقلول طاري كده ميلاب بس عمرو أسبوع عمرو عشر تيام
test_sample_2956_noisy,لا هما أساسا بيطلعوا بره أوروبوا بيروحوا لدول عربيه أو بيروحوا الدول تانيه بيبق فيها شمس لأن الجو بيكون بارد جدا
test_sample_3340_noisy,إتجوز تعلج
test_sample_1194_clean,
test_sample_3116_noisy,أر سمين تاني
test_sample_3669_noisy,أي إصفار طفدي أول حاجه
test_sample_3293_noisy,كلا حاجه عشان أقعد أضحك عقلفس شغلي
test_sample_3697_noisy, يافندم
test_sample_3745_noisy,نعمله بق عظيمه بق ده إحنا هنيه عظومه جميله جدا بسم الله ما شاء الله يعني و هنقلبلهم وكده يا جماعه لإيه
test_sample_1170_clean,الحجماله الحج لغوي و عأن يقصد لشخص مكان
test_sample_3729_noisy,تما اكدت شقولت عليكم أنا قولتلكوا التكرير في الأول مختر جدا في كلمتين عشان أستل عايت شوكتي متين وتخرج بس
test_sample_975_clean,والله ما عرفتك والله يخربت معرفت
